alcatel	1	12450034761	Alcatel-Lucent: Technical Project Manager (CHL) http://bit.ly/ayzUsm #Jobs #TweetMyJOBS	TRUE	4	1	0	FALSE
alcatel	10	12450877801	In France Alcatel-Lucent launches new SMS-based social networking serviceshttp://bit.ly/5e5Yti	TRUE	4	0	1	FALSE
alcatel	100	12276244338	Alcatel-Lucent: Student Placement: Project Administra... (Maidenhead, GBR) http://bit.ly/ayptF9 #Jobs #TweetMyJOBS	TRUE	4	1	0	FALSE
alcatel	101	12276273595	Alcatel-Lucent: Legal Counsel Middle East (Cairo, EGY) http://bit.ly/bMEKMT #Jobs #TweetMyJOBS	TRUE	4	1	0	FALSE
alcatel	102	12276490685	Alcatel-Lucent: CFO South America Cluster (CHL) http://bit.ly/ct1Zxy #Jobs #TweetMyJOBS	TRUE	4	1	0	FALSE
alcatel	103	12276522620	Alcatel-Lucent: Construction Service Delivery Manager... (Calgary, AB) http://bit.ly/bhqtKu #Jobs #TweetMyJOBS	TRUE	5	0	0	FALSE
alcatel	104	12276523211	Alcatel-Lucent: Construction Service Delivery Manager... (Calgary, AB) http://bit.ly/9ILsuu #Jobs #TweetMyJOBS	TRUE	5	0	0	FALSE
alcatel	105	12276523634	Alcatel-Lucent: Service Delivery Manager-Calgary-300 (Calgary, AB) http://bit.ly/a1zTGi #Jobs #TweetMyJOBS	TRUE	3	1	1	FALSE
alcatel	106	12276523997	Alcatel-Lucent: Administrative Assistant BTA 3 (Plano, TX) http://bit.ly/bxyIed #Jobs #TweetMyJOBS	TRUE	5	0	0	FALSE
alcatel	107	12276699199	Alcatel-Lucent: Contract Manager (Sydney, AUS) http://bit.ly/cx9ykc #Jobs #TweetMyJOBS	TRUE	4	1	0	FALSE
alcatel	108	12276743078	Alcatel-Lucent: Sales Administration Coordinator II (Ottawa, ON) http://bit.ly/9J4AzD #Jobs #TweetMyJOBS	TRUE	5	0	0	FALSE
alcatel	109	12277056689	Alcatel-Lucent: Recent Grad. Network Level Test Engin... (Naperville, IL) http://bit.ly/ch6JHp #Jobs #TweetMyJOBS	TRUE	3	1	1	FALSE
alcatel	11	12450899338	Broadband Access Vendor Profile: Alcatel-Lucent-Aarkstore Enterprise - http://newzfor.me/?1tv 	TRUE	3	2	0	FALSE
alcatel	110	12277106311	Alcatel-Lucent: Network Administrator- 200 (Naperville, IL) http://bit.ly/d6ufY5 #Jobs #TweetMyJOBS	TRUE	5	0	0	FALSE
alcatel	111	12277142452	Alcatel-Lucent: Wireless Site Implementation & Outsid... (Cairo, EGY) http://bit.ly/9XG35J #Jobs #TweetMyJOBS	TRUE	4	1	0	FALSE
alcatel	112	12277143336	Alcatel-Lucent: MEA Bids & Proposals - Business Offic... (Cairo, EGY) http://bit.ly/cPTkBt #Jobs #TweetMyJOBS	TRUE	5	0	0	FALSE
alcatel	113	12277194267	Alcatel-Lucent: Recent Grad. IP Network and Computer ... (Naperville, IL) http://bit.ly/9osFuV #Jobs #TweetMyJOBS	TRUE	4	1	0	FALSE
alcatel	114	12277515389	Alcatel-Lucent: Hardware Engineer 300 (Ottawa, ON) http://bit.ly/cMjjQi #Jobs #TweetMyJOBS	TRUE	5	0	0	FALSE
alcatel	115	12277552265	Alcatel-Lucent: Technical Support Engineer (Stockholm, SWE) http://bit.ly/azDp1h #Jobs #TweetMyJOBS	TRUE	4	1	0	FALSE
alcatel	116	12277895731	Alcatel-Lucent: Bid Manager - Mobinil Account (Giza, EGY) http://bit.ly/djz99L #Jobs #TweetMyJOBS	TRUE	4	1	0	FALSE
alcatel	117	12278268166	Alcatel-Lucent: Head of B&P Group of Wireless Expertise (Cairo, EGY) http://bit.ly/7xbE6t #Jobs #TweetMyJOBS	TRUE	5	0	0	FALSE
alcatel	118	12278377229	Alcatel-Lucent: Kalix Venture - Customer Solutions En... (Antwerp, BEL) http://bit.ly/9FUr0I #Jobs #TweetMyJOBS	TRUE	5	0	0	FALSE
alcatel	119	12391841692	Alcatel-Lucent: LTE Test Engineer - 300 (Mountain View, CA) http://bit.ly/bCMMLD #Jobs #TweetMyJOBS	TRUE	4	1	0	FALSE
alcatel	12	12451891495	€ALU.PA (Alcatel-Lucent SA) €2.43 crossed 200 day moving average: €2.441 #empta #stockshttp://empirasign.com/s/lj7	FALSE	2	3	0	FALSE
alcatel	120	12391967032	Alcatel-Lucent: HUB’s, HeadEnd and NOC Technicians, T... (Santiago, CHL) http://bit.ly/adoAbJ #Jobs #TweetMyJOBS	TRUE	4	1	0	FALSE
alcatel	121	12392318373	11 Feb 2010: Haier-Z701S model supported, Alcatel OT-216 under test: http://www.blog.gsmegypt.info/?p=242 via @addthis	TRUE	4	0	1	FALSE
alcatel	122	12392635278	Alcatel-Lucent: Senior Quality Assurance Engineer 300 (Ottawa, ON) http://bit.ly/ci5dyu #Jobs #TweetMyJOBS	TRUE	3	1	1	FALSE
alcatel	123	12393360547	 http://twitsnaps.com/8300 the new Alcatel Butterfly	TRUE	3	1	1	FALSE
alcatel	124	12394175509	Alcatel-Lucent: Strategic Sales Development Leader - ... (Cairo, EGY) http://bit.ly/c5R9QS #Jobs #TweetMyJOBS	FALSE	2	3	0	FALSE
alcatel	125	12394175935	Alcatel-Lucent: HR Executive Assistant (Cairo, EGY) http://bit.ly/94bXT2 #Jobs #TweetMyJOBS	FALSE	2	3	0	FALSE
alcatel	126	12394223973	Alcatel-Lucent: Coop: UMTS Tools (Ottawa, ON) http://bit.ly/9oru8E #Jobs #TweetMyJOBS	TRUE	3	2	0	FALSE
alcatel	127	12394230248	Alcatel-Lucent: LTE Test Engineer - 300 (Mountain View, CA) http://bit.ly/dc7CKZ #Jobs #TweetMyJOBS	TRUE	3	2	0	FALSE
alcatel	128	12394437615	@Nauphal :D So u prefer ZTE (chinese vendor) over a Siemens, Alcatel bcoz of cost & tear & wear involved :D	TRUE	3	1	1	FALSE
alcatel	129	12394545076	Alcatel-Lucent: Senior Test Engineer 300 (Ottawa, ON) http://bit.ly/c65uAx #Jobs #TweetMyJOBS	TRUE	3	1	1	FALSE
alcatel	13	12451945960	Alcatel-Lucent, partners kick off 2010 solutions for enterprise business, http://www.myfeedme.com/article/9975315.htm 	TRUE	5	0	0	FALSE
alcatel	130	12395550262	Alcatel-Lucent: Coop: Wireless Hardware Design & Lab ... (Ottawa, ON) http://bit.ly/cYgyxu #Jobs #TweetMyJOBS	TRUE	3	2	0	FALSE
alcatel	131	12395553062	Alcatel-Lucent: Junior Software Designer (Ottawa, ON) http://bit.ly/bC1o1m #Jobs #TweetMyJOBS	TRUE	3	2	0	FALSE
alcatel	132	12397249273	Alcatel-Lucent: Content Manager- 300 (Toronto, ON) http://bit.ly/a7pjVb #Jobs #TweetMyJOBS	FALSE	2	3	0	FALSE
alcatel	133	12397385499	Alcatel-Lucent: Deployment Services Commodity/Purchas... (Ottawa, ON) http://bit.ly/dePU09 #Jobs #TweetMyJOBS	TRUE	3	1	1	FALSE
alcatel	134	12397598569	Alcatel-Lucent: LTE Test Engineer (Mountain View, CA) http://bit.ly/bmS31G #Jobs #TweetMyJOBS	TRUE	4	1	0	FALSE
alcatel	135	12398980843	April 2010 [Micro-Box AIO V1.0.3.8][LG flasher Bugs repaired-Alcatel 34 new PID] http://lnkd.in/VRrsE 	TRUE	3	1	1	FALSE
alcatel	136	12454015352	"Just bought a shitty Alcatel phone with an Italian number…" - Now I can call cheaper but god is the phone... http://tumblr.com/xfe8tfzo 	TRUE	4	0	1	FALSE
alcatel	137	12454626019	Alcatel-KR01x, Crystal unlock done.. http://goo.gl/fb/ZkVC 	TRUE	3	2	0	FALSE
